timestamp,Inquisitor's_armour_set,Arcane_spirit_shield,Arcane_sigil,Sanguinesti_staff_(uncharged),Dragon_hunter_lance,Dragon_claws,Craw's_bow_(u),3rd_age_kiteshield,3rd_age_full_helmet,3rd_age_robe,Gilded_scimitar,Gilded_armour_set_(lg),Anglerfish,Manta_ray,Shark,Magic_logs,Smoke_battlestaff,Anguish_ornament_kit,Tormented_ornament_kit,Occult_ornament_kit,Torture_ornament_kit
1624924800000,506219992,106814609,112433315,49090672,48007751,50326124,13809438,41058596,28915282,63138332,16515880,13763866,1780,1497,987,986,1205509,6898172,3487581,4141065,4852103
1625011200000,507333316,105566318,107407560,50501726,47421648,51147420,13880713,39625589,28915282,59981415,16478137,13763866,1791,1482,987,986,1235543,6656154,3386911,3935301,4647459
1625097600000,492339527,100711894,107407560,50192554,45129459,52792885,14256231,39625589,28039541,59981415,16473862,13734028,1814,1472,992,980,1254566,6445251,3254367,3738535,4444205
1625184000000,515176673,96213316,107407560,49039309,44620735,54132328,14956379,39625589,28039541,57064914,16473862,13734028,1858,1447,990,976,1256583,6369293,3178469,3551608,4279044
1625270400000,526689210,92199654,107407560,46930034,42543909,52187440,15647138,37644580,28039541,57064914,16485336,13759022,1829,1421,985,962,1282327,6194918,3084751,3381390,4133544
1625356800000,515163939,95931582,107407560,48193917,43954254,52198798,16177793,37644580,26642223,54211668,16434918,13431386,1859,1396,990,919,1259801,6133235,2950411,3219336,3945234
1625443200000,536946896,99425931,107407560,50603548,46146624,53668845,16891590,37478528,25310111,54211668,16399589,13386484,1900,1380,988,913,1253788,6053350,2911323,3087172,3819643
1625529600000,557646763,100370826,107407560,53088597,48453956,54555566,17736170,37478528,25310111,54211668,16392084,13386484,1948,1406,993,912,1266273,6214342,3056890,3240267,3804615
1625616000000,580414536,103064086,102540855,55659177,50735949,56554404,18521787,36900273,24044605,51501084,16320190,13220917,1922,1403,993,922,1276929,6211773,3208225,3388561,3927549
1625702400000,595975841,100682987,102540855,57825924,51427983,55742916,18127666,36900273,24044605,51501084,16244176,13220917,1904,1428,990,943,1272524,6139460,3257026,3534206,3978273
1625788800000,616004346,103158421,102540855,58215733,51658903,56514695,17956801,36900273,24044605,51501084,16244176,13149622,1901,1462,986,948,1248197,6172787,3419878,3473674,4143579
1625875200000,635559173,107306565,102540855,59036919,53510522,57107469,18012681,35132352,22842757,48926029,16340806,13149622,1912,1450,990,947,1263482,6129208,3581980,3547318,4115120
1625961600000,638844838,107493920,104006946,60578011,55146566,57887195,18019165,35132352,22842757,48926029,16521178,13218604,1954,1487,1010,941,1282904,6307975,3696373,3709806,4234836
1626048000000,608900629,106191070,104006946,58552033,53304125,57622484,17794289,34341565,22508022,50104783,16369922,13218604,2019,1482,1007,947,1288866,6497565,3846164,3815202,4406161
1626134400000,587732754,103858350,104006946,56101702,52134399,57809368,18097562,34341565,22508022,50104783,16405083,13315539,1934,1496,1010,952,1276799,6578870,3828283,3830241,4283124
1626220800000,586270232,102316144,104006946,54881774,51025798,57906438,18515341,34899811,22227297,52358239,16405083,13315539,1908,1467,1018,955,1307435,6405456,3732422,3788892,4116563
1626307200000,582521717,102581948,104006946,55595880,51264016,57870130,18192228,34899811,22227297,52358239,16673452,13381755,1912,1516,1006,962,1290780,6402884,3780414,3793357,4116318
1626393600000,601949669,103788002,104006946,56943983,51230897,58031289,18535235,34468397,21812535,54789334,16769466,13381755,1942,1559,1032,961,1273305,6616882,3828114,3952394,4210561
1626480000000,610249693,104555223,104006946,57635512,52089838,58140481,18882082,34468397,21812535,54789334,16769466,13325227,1944,1519,1048,956,1271489,6702493,3982006,3946119,4278281
1626566400000,596754178,104982431,104006946,57849188,51932275,58731023,19324338,34794804,21812535,57330942,16782141,13171449,1932,1496,1053,943,1272006,6633899,3926922,3981641,4201435
1626652800000,593961789,105265096,104028079,57678617,51296250,59107799,18592097,34794804,21784957,57330942,16782141,13171449,1960,1534,1041,935,1278699,6693350,4017489,4146108,4353690
1626739200000,592359064,104795468,104028079,58904048,51276947,59217818,18885040,35069550,21784957,60033943,16725367,13135532,1996,1539,1029,937,1266270,6712572,4018567,4178676,4315628
1626825600000,598333606,105324936,104028079,59796011,51745952,59840286,19237916,35069550,21858339,60033943,16712002,13096254,2009,1555,1021,942,1233155,6691121,4097202,4360635,4442355
1626912000000,581835922,104358019,104028079,57824157,51489471,59581981,19184224,35778513,21858339,58434408,16706990,13096254,1925,1543,992,941,1172224,6694530,3943906,4325524,4526954
1626998400000,577384194,104191615,104028079,58380673,51220506,59664132,19348992,35778513,21858339,58434408,16706990,13193340,1909,1594,985,933,1120881,6795478,4077372,4358571,4534326
1627084800000,585692980,104220181,104028079,59525754,51677770,59738586,19616699,37002996,22229127,58434408,16739409,13193340,1895,1552,984,927,1099585,6776566,3919382,4428756,4495551
1627171200000,588764283,104461434,104028079,59189988,51639547,60095344,19739180,37002996,22229127,55512687,16852213,13183720,1877,1550,990,909,1079118,6622388,4054517,4518531,4452127
1627257600000,582218361,104134684,104028079,57602400,51625641,59763012,19575818,37404078,23131499,52841361,16728551,13183720,1873,1512,992,909,1040126,6591541,4011660,4640726,4363477
1627344000000,583951013,103458065,104028079,56209090,51366776,59747301,19329763,37404078,23131499,52841361,16728551,13145293,1863,1528,985,916,1003743,6487116,3849501,4457572,4320692
1627430400000,582982704,101342594,103329493,55638855,50878226,59664213,19481259,37404078,23131499,50362590,16772091,13145293,1896,1573,984,917,985510,6373859,3753414,4344097,4271800
1627516800000,570434871,99260563,103329493,56465841,50212914,59741465,19813198,36298756,23103882,50362590,16773128,13123359,1910,1629,974,923,961629,6173161,3704773,4217737,4367214
1627603200000,555424615,98705095,103329493,56631448,49976458,59903125,19873699,36298756,23103882,47915722,16773128,13123359,1898,1631,968,918,982115,6131529,3682024,4020996,4344009
1627689600000,549647964,98836295,103329493,57274834,49482117,60514658,19722690,35674997,22306976,45595960,16759856,13268044,1878,1631,962,909,976536,6233849,3737420,3887741,4356293
1627776000000,523954016,103109699,107000405,57216387,48492541,60486238,19299523,35674997,22306976,43423548,16710073,13268044,1897,1643,961,906,965007,6238265,3793001,3734153,4353147
1627862400000,533865516,108265184,111933717,57261956,48693517,60725262,19096577,34206000,21915784,43423548,16710073,13208116,1835,1669,949,916,953016,6235644,3719881,3731552,4270950
1627948800000,541822591,113674637,116593442,57872786,49171874,61461001,19204204,34206000,21915784,41339303,16759665,13208116,1828,1679,945,920,955494,6188673,3667287,3664813,4216851
1628035200000,536556648,119350404,121150269,58058459,49321850,62107744,19165581,33392326,21915784,41339303,16789072,13223477,1802,1663,937,917,964409,6191429,3582040,3767472,4177199
1628121600000,540476483,125317925,126710145,58757556,48919965,62546350,19089942,33392326,21778406,39272337,16848250,13608361,1780,1683,928,925,959137,6143938,3416401,3697071,4153906
1628208000000,533737999,131409320,132263363,58867309,48827658,62817342,19070285,33425365,21778406,39272337,16758903,13451443,1755,1649,932,932,950836,5938676,3267910,3566006,4095264
1628294400000,527787346,133968956,132263363,58594725,49155371,62488242,18932906,33425365,21977137,39272337,16758903,13451443,1696,1660,935,932,965822,5699387,3160237,3552384,4100462
